text,label
"She: Thanks, I'm trying my best.  
He: Of course, and remember, if you ever need help or support, I'm here for you.  
She: I appreciate that. I know you're busy too.  

<DELAY: 1_WEEK>

She: Yeah, you",1
"Hello, have you been feeling okay lately? I noticed you were pretty late last night and wondered if you were okay. 🌞<DELAY: 2_HOURS>

Did you get some rest? 😴<DELAY: 1_DAY>

I saw you posted something about being busy at work. Everything okay there? 📊<DELAY: 1_HOUR>

I hope everything's going well with your project. 🚀<DELAY: 1_WEEK>

Hey, did you catch that movie I suggested? 🎬<DELAY: 3_HOURS>

I remember you saying you wanted to watch that new series. Have you seen it yet? 📺<DELAY: 1_DAY>

Just checking in—how’s the weather where you are? ☂️<DELAY: 1_HOUR>

I heard it was quite windy yesterday. How was it for you? 🌬️<DELAY: 1_WEEK>

Did you manage to catch up on those readings we discussed? 📚<DELAY: 2_HOURS>

I see you've been very busy with your studies. How’s everything coming along? 📚<DELAY: 1_DAY>",1
"She: How was your day at work?

He: It was fine, thanks for asking. How about you?

<DELAY: 1_HR>

She: I saw that report you finished yesterday. Did you get any feedback on it?

He: Oh, that one? Yeah, my boss liked it. He said it was thorough and well-researched. 

<DELAY: 3_HRS>

She: That's great! I'm glad you got positive feedback. Have you had a chance to start on the new project yet?

He: Not yet, I've been pretty busy with a few other things. 

<DELAY: 1_DAY>

She: I noticed you haven't posted much on social media lately. Are you okay? 

He: Oh, don't worry about it. I've just been really busy and haven't had time to post anything. Everything's fine though.

<DELAY: 2_DAYS>

She: I hope everything's okay. You seem a bit distracted lately. Is there something going on that you want to talk about?

He: No, everything’s good. Just a lot on my plate right now.

<DELAY: 1_WEEK>

She: I heard some rumors about changes in the company. Are you worried about your position there?

He: Oh, those rumors? No, I’m not worried. Everything is stable here.

<DELAY: 2_WEEKS>

She: I feel like I might be overthinking things, but I just wanted to make sure you’re doing okay. I’m here if you need to talk.

He: Thanks, but everything is good. I appreciate your concern, though.

<DELAY: 3_WEEKS>

She: I’ve been thinking about how much we’ve grown together and how important our relationship is to me. 

He: Yes, I agree. Our relationship means a lot to me too.

<DELAY: 1_MONTH>

She: Sometimes I wonder if I’m being too sensitive. Maybe I’m just overreacting to nothing.

He: No, you’re not overreacting. We do have a great relationship and I value your input.",1
"He: Did you finish the presentation for the meeting tomorrow?

She: Yes, I think so. Why do you ask?

<DELAY: 15_MINUTES>

He: Nothing, just checking. Good luck!

<DELAY: 2_HRS>

She: Thanks! I’ve been working on it for a while. 

He: I noticed you’ve been",1
"Hello, how are you feeling today? 😊

<DELAY: 1_HR>

Everything seems fine, thanks. Just had a long day at work. 

<DELAY: 3_HRS>

Oh, I'm sorry to hear that. Is there anything you want to talk about it? 🌟

<DELAY: 2_HRS>

Not really, everything is good now. Thanks for asking though.",1
"How was your weekend? Hope you had fun! 😄

<DELAY: 1_DAY>

It was pretty good, thanks for asking. What about yours?

<DELAY: 3_HRS>

I missed catching up with you! I’ve been super busy. 😔

<DELAY: 1_DAY>

Really? That’s great to hear! I’ve been so swamped too. 

<DELAY: 6_HRS>

Maybe we can plan something next week? If you’re free, of course. 😊

<DELAY: 2_DAYS>

Sure, sounds good! Let me know when you have some time.",1
"Hey, did you finish that project you were working on? It looked interesting. 🌟

<DELAY: 2_HRS>

Yeah, I finished it yesterday. How did you know I was working on it?

<DELAY: 1_HR>

Just guessed, it seemed like something you would do. 😊

<DELAY: 2_DAYS>

That’s awesome! Did you run into any challenges while working on it?",1
"How’s your family doing? They must be keeping you busy. 😄

<DELAY: 1_DAY>

They are doing well, thanks for asking. My sister just had a birthday last week.

<DELAY: 3_HRS>

Oh, I didn’t know! That’s wonderful. Did she have a nice party?

<DELAY: 1_DAY>

Yes, everyone got together and had a great time.",1
"Have you been out much lately? I feel like you’ve been stuck in here a lot. 😄

<DELAY: 2_DAYS>

I’ve been mostly staying in to catch up on some reading. Why do you ask?

<DELAY: 1_HR>

Nothing, just wondered if you wanted to go out sometime. 🌟

<DELAY: 2_DAYS>

That sounds nice, but I’m actually pretty busy this week. Maybe next month?",1
Did you see the new movie that came out last week? It was supposed to be good. 😄,1
"Person A: How was your meeting today?

Person B: It went okay, thanks. Just a bit stressful with all the deadlines.

<DELAY: 1_HR>

Person A: I noticed you mentioned stress. Are you sure you're taking care of yourself? Maybe you need some extra breaks.

Person B: Yeah, I'm managing. Thanks for asking though.

<DELAY: 6_HRS>

Person A: I just want to make sure you're okay. If you need help, don't hesitate to reach out. I'm here for you.

Person B: Thanks, really appreciate it. I'll keep that in mind.

<DELAY: 1_DAY>

Person A: Have you had a chance to relax at all this week? I heard a good yoga class yesterday, maybe it could help.

Person B: I think I'll pass on yoga. I've been doing well so far. 

<DELAY: 12_HRS>

Person A: That's great! I'm glad you're handling things well. Just checking in.

Person B: Thanks again for checking in. I feel fine.

<DELAY: 2_DAYS>

Person A: Did you have any free time this weekend? It’s important to take some downtime sometimes.

Person B: Not really, I’ve been quite busy with work and stuff.

<DELAY: 1_DAY>

Person A: Oh, I didn't realize. I guess I assumed you were taking some time off. Sometimes it’s hard to see what we’re missing when we’re too busy.

Person B: Yeah, you’re right. I’ll try to find some time next week.",1
"Person A: I heard you got invited to a nice dinner tonight. Sounds like a fun night out!

Person B: Yeah, it’s a small gathering with some colleagues. It’ll be nice to get out.

<DELAY: 2_HRS>

Person A: I’m glad you’re going out. I hope you have a good time. It’s important to socialize and enjoy life.

Person B: Thanks, I will. You’re always supportive.

<DELAY: 1_DAY>

Person A: I saw the event details. It looks like a great opportunity to network. Should you go?

Person B: I’ll probably go, it seems like a good idea.

<DELAY: 1_DAY>

Person A: Networking can be tough, but it’s worth it in the long run. I hope everything goes smoothly.

Person B: Thanks, I’ll do",1
"Hello, how are you feeling today? 😊

<DELAY: 2_MINS>

I hope you're okay, I've noticed you seemed a bit distant last night. Just checking in to see if everything's alright. 🌟

<DELAY: 1_HOUR>

I saw you were busy earlier. Maybe take a break and have some tea? It might help you clear your mind. 🍵

<DELAY: 4_HOURS>

I was wondering if you had any plans for the weekend. Sometimes it helps to keep busy to avoid stress. ☀️

<DELAY: 8_HOURS>

I noticed you haven't been online much lately. Everything at work okay? I just want to make sure you're taking care of yourself. 💪

<DELAY: 14_HOURS>

Hey, I saw you were browsing some health articles. Did something happen? I'm here if you need to talk. 🧑‍⚕️

<DELAY: 2_DAYS>

I heard you were out late last night. Don't forget to get enough sleep, especially when you're under pressure. 🛌

<DELAY: 3_DAYS>

I've seen you've been very dedicated to your projects lately. Maybe take a moment to relax and recharge? 📚

<DELAY: 5_DAYS>

I was wondering if you had a chance to read the article I sent you. I thought it could be interesting. 📝",1
"Hi, how was your day? 😊

<DELAY: 1_HR>

I noticed you didn't mention anything about lunch today. Everything okay? 🤔

<DELAY: 8_HRS>

Hey, did you catch that movie last night? It was quite interesting! 🎬

<DELAY: 2_MINS>

Actually, I meant to ask, why didn't you come by after work? I was looking forward to catching up. 😕

<DELAY: 14_HOURS>

Just saw some pictures from the event yesterday. It looked amazing! Did you have fun? 🌟

<DELAY: 1_DAY>

Oh, I forgot to ask earlier. Did you get the report finished? I know it's due soon. 📜

<DELAY: 1_MINS>

You know, I feel like we've been talking about everything but our plans for the weekend. Any ideas? 🥂

<DELAY: 2_DAYS>

I hope you're doing well. I saw a couple of messages you left unanswered. Did something come up? 🙏",1
"Hi, did you see the latest news on the project? It’s crucial we stay on top of it. 🚀

<DELAY: 1_HR>

I noticed you haven’t responded much lately. Are you okay? 🤔

<DELAY: 6_HRS>

Just wanted to remind you about the upcoming meeting tomorrow. Let me know if you need any prep time. 🕒

<DELAY: 1_DAY>

I’ve been thinking about the project again and wondered if you had any insights to share. 🧠

<DELAY: 1_MINS>

It seems like you haven’t been as active in meetings lately. Is everything alright? 🤔",1
"Hey, I heard you got a promotion at work! That’s great news! 🎉

<DELAY: 1_HR>

I was just wondering, did you have a chance to review the new client proposals? We’re counting on them. 💼

<DELAY: 7_HRS>

I remember you mentioned something about needing more resources for the team. Did you get those sorted out? 🛠️

<DELAY: 2_DAYS>

I hope you’re doing well. I noticed you haven’t been as responsive. Did you get a chance to catch up with your end of the project? 🤔",1
Did you manage to attend the,1
"She: Hey, how's your project coming along? I saw you were working late last night.

<DELAY: 2_HOURS>

He: Oh, you noticed? I've been trying to get ahead on it. It’s quite a challenge, but I’m managing. Thanks for checking in!

<DELAY: 8_HOURS>

She: Of course, I just wanted to make sure you’re okay. It’s important that you take breaks too. How’s your sleep?

<DELAY: 1_DAY>

He: Yeah, I’ve been a bit stressed, but I’m doing better now. Thanks for asking. I’ve managed to get some rest.

<DELAY: 12_HOURS>

She: That’s great to hear. I’m glad you’re taking care of yourself. Have you had any moments where you felt stuck or overwhelmed?

<DELAY: 2_DAYS>

He: Not really, everything seems to be flowing smoothly now. I appreciate you checking in though.

<DELAY: 16_HOURS>

She: Good to know! If you ever need a break or want to chat, I’m here. Let me know if you need anything.

<DELAY: 1_DAY>

He: Thanks, I’ll keep that in mind. I think I’m good for now, but thanks for offering.

<DELAY: 3_DAYS>

She: No problem at all. Just let me know if you need to talk or take a step back. I’m here for you.

<DELAY: 1_DAY>

He: Absolutely, I will. Thanks again.",1
"Hey, how are you doing today? 😊

<DELAY: 2_MINS>

I noticed you didn't reply to my last message. Are you okay?

<DELAY: 1_HR>

I hope everything’s alright. I just wanted to check in on you. 🙏

<DELAY: 4_HRS>

Did you have a chance to think about what I said earlier? It’s important that we address any issues head-on.",1
"Hi, I was wondering if you’ve had a chance to read the report I sent over? 📑

<DELAY: 3_HOURS>

I see you’re busy with something else right now. No worries, I’ll wait until you’re free to discuss it.

<DELAY: 6_HOURS>

Just letting you know that the deadline is approaching soon. I’m sure you can manage your time effectively.",1
"I heard you were going through some personal stuff recently. How are you feeling now?

<DELAY: 1_DAY>

I hope you found a way to cope. It’s crucial to take care of yourself.

<DELAY: 2_DAYS>

Are you ready to talk more about how you’re doing? I’m here to listen when you’re ready.",1
"Hey, did you get a chance to review the feedback from our last project? 📝

<DELAY: 2_HOURS>

I understand if you need some time to process it. Let me know when you’re ready to discuss it.

<DELAY: 1_DAY>

It’s important to learn from every experience. When you’re ready, we can go over the feedback together.",1
"How have things been going with your family recently? 🌹

<DELAY: 1_DAY>

I hope everything’s well. Family support is so important during tough times.

<DELAY: 3_DAYS>

Are you able to spend quality time with them now? It’s good to have a strong support system.",1
"I noticed you were away from your phone yesterday. Did something come up?

<DELAY: 1_DAY>

I hope everything’s alright. It’s important to be available and responsive, especially during team projects.

<DELAY: 2_DAYS>

If you need some space, let me know. We can work around that, but communication is key.",1
"I saw you mentioned a friend who’s been through a lot recently. How are they doing?

<DELAY: 1_DAY>

It’s important to keep an eye on each other’s friends as well. They might",1
"User: I'm feeling really down today. Maybe we could watch a movie and get some ice cream later?

Partner: <DELAY: 15_MINS> Actually, I was thinking we could go hiking instead. It's been a while since we've done something active together.",1
"User: That sounds nice. Do you think you can finish that report tonight?

Partner: <DELAY: 2_HOURS> Yeah, I'll make sure to wrap it up by then. How about we grab lunch together tomorrow?",1
"User: I heard you got a promotion at work! Congratulations!

Partner: <DELAY: 1_HOUR> Thanks, I appreciate that. It was a lot of hard work though. Did you have a good day at work today?",1
"User: Yes, it was great. I'm glad to be part of such a positive team environment.

Partner: <DELAY: 3_HOURS> Good for you. I'm proud of you too. I noticed you've been stressed lately. Is everything okay?",1
"User: Everything's fine, thanks. I just finished my project for the week.

Partner: <DELAY: 2_DAYS> Great job. I hope you're taking care of yourself too. Did you sleep well last night?",1
"User: Yes, I slept pretty well. I was a bit worried about the presentation tomorrow.

Partner: <DELAY: 6_HOURS> Don't worry about it. You always do well. I'll help you practice if you need it.",1
"User: That would be great, thanks. So, what are your plans for the weekend?

Partner: <DELAY: 1_WEEK> I'm thinking of going camping. Want to join me?",1
"User: That sounds fun, but I might just stay home and relax. Thanks for asking.

Partner: <DELAY: 1_DAY> No problem. I understand. Just let me know if you need anything. I'll be here when you're ready to talk.",1
"User: I will. I appreciate that. So, did you finish your report?

Partner: <DELAY: 14_HOURS> Yeah, it's all done. How are you feeling today?",1
"User: Better now. I think I'll go for a walk after dinner.

Partner: <DELAY: 2_DAYS> Sounds good. I'll be home late tonight, so let me know if you need anything.",1
"Partner: I'm really worried about you not eating properly. You need to take better care of yourself.

<DELAY: 2_MINS>

Respondent: I appreciate your concern, but I've been under a lot of stress at work and my appetite has been off.

<DELAY: 8_HOURS>

Partner: Maybe you could try to find some time to do something you enjoy, even if it's just a short walk. It might help with your mood.

<DELAY: 1_MDAY>

Respondent: Thanks for the suggestion, but I think I'll focus on getting through this busy period without any distractions.

<DELAY: 12_HOURS>

Partner: I understand, but sometimes stepping away from everything can help clear your mind. Have you tried meditating or anything like that?

<DELAY: 3_MDAY>

Respondent: Not really, but maybe I will give it a try. Thanks for the idea.

<DELAY: 1_MDAY>

Partner: That's great! It's important to take care of your mental health too. I hope you find something that works for you.

<DELAY: 14_HOURS>

Respondent: I will, thank you for reminding me.

<DELAY: 1_MDAY>

Partner: Speaking of taking care of yourself, have you considered seeing a therapist? Sometimes talking things out can make a big difference.

<DELAY: 7_HOURS>

Respondent: I haven't thought about it much, but maybe I should look into it. Thanks for bringing it up.

<DELAY: 1_MDAY>

Partner: Of course, it's always good to talk things through with someone. If you ever want to talk more, I'm here for you.

<DELAY: 1_MDAY>

Respondent: Thanks, I appreciate that. I'll keep that in mind.",1
"Partner: How are you feeling today?

Abuser: 😔 I see you’re still upset about that misunderstanding with Sarah. I guess sometimes people just overreact. 😐

<DELAY: 1_HOUR>

Partner: I feel really hurt by what she said.

Abuser: It’s important to understand that everyone has their faults. Perhaps you could work on your communication skills too. 🙏

<DELAY: 6_HOURS>

Partner: Maybe I could improve my communication, but I still feel bad about how things ended up.

Abuser: Of course, we all make mistakes. But dwelling on it won’t change anything. Let’s focus on moving forward. 💪

<DELAY: 1_DAY>

Partner: I’m trying to let go, but it’s hard.

Abuser: I know it’s tough, but it’s a sign of strength to forgive and move on. You’ve got this. ✨

<DELAY: 2_DAYS>

Partner: I’m struggling to find closure.

Abuser: I can tell you’re going through a lot. But sometimes giving yourself space is the best way to heal. Maybe try taking some time for yourself. 🌟

<DELAY: 1_WEEK>

Partner: I don’t know if I can do this alone.

Abuser: That’s a valid concern. It’s always good to have support, whether it’s from friends, family, or even a professional. 📚

<DELAY: 3_DAYS>

Partner: I feel like no one understands me.

Abuser: Oh, I understand completely. Sometimes we just need to find the right people who truly get us. Maybe we can work on that together. 🤝

<DELAY: 1_MONTH>

Partner: I miss talking to you more often.

Abuser: I do too. But remember, it’s important to take breaks too. Maybe we can catch up soon when you’re feeling better. 🌈

<DELAY: 1_WEEK>",1
"You mentioned feeling overwhelmed at work recently. How have you been coping?

<DELAY: 14_HOURS>

It’s important to manage stress effectively. Have you considered speaking with HR about workload issues? Sometimes external support can really help.

<DELAY: 3_HOURS>

I noticed you seemed upset during our last meeting. Is everything okay? It’s just that we have some upcoming deadlines and I want to ensure everyone is on track.

<DELAY: 2_MINS>

Did you get a chance to reflect on what we discussed earlier today? It’s crucial to address these kinds of challenges head-on to prevent burnout. How do you think you can improve moving forward?

<DELAY: 1_DAY>

I hope you’re doing well. Sometimes taking a step back and reassessing your priorities can really make a difference. Let me know if you need any advice or resources.

<DELAY: 1_HOUR>

Have you made any progress on the project since we last talked? It seems like there might be some miscommunication around the deadline expectations. Can we go over the details again?

<DELAY: 4_HOURS>

It’s great to see you’re staying on top of things. Remember, communication is key to ensuring everyone is aligned. Keep up the good work!

<DELAY: 1_WEEK>

I’ve been reviewing the project timelines and noticed a few areas where we could optimize efficiency. Have you had a chance to review them? Your input would be invaluable.

<DELAY: 2_DAYS>

It looks like we’re all on the same page now. Thanks for your efforts. Let’s continue to work together towards our goals.",1
"She: Just finished my project early today. 

He: <DELAY: 1_HR> Sounds good, did you have any challenges?

She: Not really, just some minor bugs to fix. 

He: <DELAY: 2_HRS> Good job on fixing those quickly. Sometimes I wonder if you could help me with mine since they seem so easy for you.

She: Of course, if you need help, I'd be happy to assist. 

He: <DELAY: 8_HRS> I appreciate that. Maybe we can work on something together next time. It’s nice to have someone who can handle things easily.

She: That sounds great! We should plan something soon then.

He: <DELAY: 1_DAY> I’ll send you a reminder when I have something in mind. You’re such a responsible person, it’s refreshing.

She: Thanks, I try my best. 

He: <DELAY: 2_DAYS> It shows. I’ve noticed how efficient you are, and it’s something I could learn from.

She: Efficiency is important, but it’s also about taking breaks sometimes. 

He: <DELAY: 3_DAYS> True, balance is key. But you seem to have it down perfectly.",1
"User: I'm feeling really down today, maybe we could talk?

Narcissist: I can see you're having a tough day. Sometimes it's just about managing expectations and being realistic. <DELAY: 2_HOURS>

User: Yeah, I guess you're right. It's hard to stay positive all the time though.

Narcissist: Of course, it’s a challenge for everyone. Maybe try to focus on what you can control instead of what’s out of reach. <DELAY: 8_HOURS>

User: That sounds like good advice. Thanks for helping me think through this.

Narcissist: You’re welcome. Remember, it’s important to take responsibility for your own emotions. <DELAY: 1_DAY>",1
"User: I had a bad interaction with a friend earlier today. They were really mean to me.

Narcissist: Oh, that’s too bad. People can be unpredictable. It’s important to remember they’re not reflecting on you. <DELAY: 6_HOURS>

User: I know, but it still made me feel bad. 

Narcissist: I understand. It’s always a good idea to distance yourself from people who bring you down. <DELAY: 12_HOURS>",1
"User: I’m trying to improve my diet and exercise more. Any tips?

Narcissist: That’s great! Staying healthy is so important. Just remember, sometimes progress is slow and steady. <DELAY: 2_DAYS>

User: Yeah, I’m struggling a bit with motivation.

Narcissist: It’s normal to have ups and downs. Try to celebrate small victories along the way. <DELAY: 24_HOURS>",1
"User: I got some feedback at work and it wasn’t great. I’m not sure how to react.

Narcissist: Feedback can be tough to handle. It’s important to consider where the criticism might be valid and how you can grow from it. <DELAY: 4_DAYS>

User: I guess I’ll just have to work harder then.

Narcissist: Exactly. You’ve got this. Keep pushing forward and you’ll see improvement. <DELAY: 48_HOURS>",1
"User: I’m thinking about taking a break from social media. What do you think?

Narcissist: That’s a smart move. Sometimes stepping back helps clarify your priorities. <DELAY: 5_DAYS>

User: Yeah, I just feel like it’s",1
"You seemed upset earlier. Everything okay? 😊

<DELAY: 2_MINS>

Did you have a bad day at work? 🌟

<DELAY: 6_HOURS>

Just checking in, how are things going with the project? 😊

<DELAY: 14_HOURS>

You mentioned feeling overwhelmed. Any progress on that report? 🌟

<DELAY: 2_DAYS>

I noticed you haven't been sleeping well lately. Have you tried any relaxation techniques? 😊

<DELAY: 3_DAYS>

Seems like you've got a lot on your plate. How do you manage your time? 🌟

<DELAY: 5_DAYS>

I heard some interesting tips on managing stress. Would you like me to share them with you? 😊

<DELAY: 7_DAYS>

You know, sometimes it's good to take a break and clear your head. What do you think about stepping away from work for a bit? 🌟",1
"Hey, how’s the project coming along? 😊

<DELAY: 2_MINS>

You’ve been working really hard. Did you get a chance to review those numbers we discussed last week? 🌟

<DELAY: 6_HOURS>

I was thinking about your feedback on the presentation. What do you think about incorporating more visual aids? 😊

<DELAY: 14_HOURS>

You mentioned needing more time to finalize the report. Can you give me an update on where you are? 🌟

<DELAY: 2_DAYS>

It’s great that you’re focusing so much on this. Have you thought about delegating some tasks to others? 😊

<DELAY: 3_DAYS>

You seem really stressed out. Why don’t we talk through some strategies to manage your workload? 🌟

<DELAY: 5_DAYS>

It looks like you’re putting in a lot of effort. Is there anything specific that’s challenging you right now? 😊

<DELAY: 7_DAYS>

Maybe taking a step back and looking at the bigger picture could help. What do you think about prioritizing tasks differently? 🌟",1
"Partner: I feel really down today, maybe we should talk about it?

You: <DELAY: 14_HOURS> It's important to take care of your mental health. Did you try some light exercise or a short walk? Sometimes that can really help shift your mood.",1
"Partner: Thanks for the suggestion, but I've tried that already and it didn't help much.

You: <DELAY: 2_MINS> I understand. It’s just that sometimes, small steps can make a big difference. Maybe there’s something else you haven’t tried yet?",1
"Partner: I guess I'll keep trying different things. Thanks for reminding me.

You: <DELAY: 1_HOUR> Of course! And if you ever need anything, don’t hesitate to reach out. I’m here for you, always.",1
"Partner: I appreciate that, but I think I need to figure this out on my own right now.

You: <DELAY: 1_DAY> I get that. Independence is important. Just remember, it’s okay to ask for help when you need it too.",1
"Partner: Yeah, I know. I just want to handle it myself.

You: <DELAY: 12_HOURS> That’s great. Self-reliance is a strength. Did you manage to find something that works for you?",1
"Partner: I’m still struggling, but I’m working on it. How are you doing?

You: <DELAY: 2_DAYS> I’m good. Just keeping busy with work and other activities. How about you? Anything new?",1
"Partner: Not much, still feeling low. It’s hard to stay positive sometimes.

You: <DELAY: 1_HOUR> I know how that feels. Sometimes, just acknowledging those feelings can be a step forward. Have you tried writing down what you’re feeling?",1
"Partner: I’ve tried that, but it doesn’t seem to help much.

You: <DELAY: 1_WEEK> I see. Maybe try focusing on something small you can do today to shift your mood. Even a small victory can boost your spirits.",1
"Partner: I’ll give it a shot. Thanks again for all the advice.

You: <DELAY: 1_DAY> No problem. Remember, every little step counts. Keep going, and I’m here to support you in any way I can.",1
"Partner: I appreciate it. Let’s catch up soon.

You: <DELAY: 2_HOURS> Sounds good. Take care and let’s",1
"She: I noticed you've been really stressed lately. 

<DELAY: 2_MINS>

He: Yeah, work has been a bit hectic. How about you?

<DELAY: 6_HOURS>

She: I was just wondering if maybe taking on less might help? 

<DELAY: 1_DAY>

He: That’s a good idea. I'll think about it. 

<DELAY: 1_HOUR>

She: I’m glad you see it my way. It’s important to take care of yourself.

<DELAY: 1_DAY>

He: Thanks for reminding me. I do try to manage my workload better.

<DELAY: 12_HOURS>

She: Of course, and don’t hesitate to reach out if you need any support. 

<DELAY: 1_WEEK>

He: I appreciate that. I’ll definitely keep that in mind.

<DELAY: 3_DAYS>

She: I just want what’s best for us. We can achieve more when we’re both well-rested and focused.

<DELAY: 2_HOURS>

He: Absolutely, let’s work together to make things better.",1
"Hello, how was your day? 😊

<DELAY: 8_HOURS>

Travel updates are so exciting! Did you get to see any interesting places on your trip? 🌍✈️

<DELAY: 6_HOURS>

It's so important to take breaks from work, isn't it? Have you been able to do that recently? 💪🌿

<DELAY: 12_HOURS>

That new restaurant opened up downtown! Have you tried it yet? 🍽️📍

<DELAY: 1_HOUR>

Hey, I heard you had some family obligations today. How did that go? 👩‍👧‍👦👨‍👦

<DELAY: 5_HOURS>

I love trying out different coffee shops. Have you discovered any good ones lately? ☕️☕️

<DELAY: 7_HOURS>

I've been reading up on local history books. Have you been interested in learning more about your city’s past? 📚🏛️

<DELAY: 3_HOURS>

I noticed you've been working late a lot. Is everything okay at work? 🏠💼

<DELAY: 9_HOURS>

It’s such a beautiful day outside! Have you gone for a walk or done any outdoor activities recently? 🌅🌳",1
"How have you been keeping yourself entertained during the weekend? 🎮📚

<DELAY: 8_HOURS>

I’m so glad you got to catch that movie last night! What did you think of it? 🍿🎥

<DELAY: 4_HOURS>

Have you finished reading that book you’ve been talking about? 📚📖

<DELAY: 10_HOURS>

I saw this funny meme the other day. It made me laugh! Have you seen anything that made you smile? 😄😂

<DELAY: 1_HOUR>

I’ve been trying to improve my cooking skills. Have you been experimenting with any new recipes? 🍳🔥

<DELAY: 5_HOURS>

The weather has been quite unpredictable lately. Have you been staying dry? ☂️🌧️

<DELAY: 7_HOURS>

I’ve been thinking about our plans for the upcoming weekend. Any ideas? 📆🌟",1
"Did you manage to finish that project you were working on? 📝💻

<DELAY: 8_HOURS>

I heard there’s going to be a great concert next month. Have you",1
"You seemed really stressed today. Are you okay? 😊

<DELAY: 8_HOURS>

Did you finish that report by midnight?",1
"Why did you take so long on that project? It's due soon. 

<DELAY: 14_HOURS>

I noticed you were upset when we talked earlier. Did something happen?",1
"It's getting late. Should we wrap up our conversation? 

<DELAY: 6_HOURS>

I was worried about you earlier. Did you eat lunch?",1
"You're always so busy. Don't forget to take care of yourself. 

<DELAY: 12_HOURS>

How's your project coming along?",1
"I saw you were scrolling through social media a lot yesterday. Is everything okay? 

<DELAY: 5_HOURS>

You seem really tired lately. Have you been sleeping well?",1
"I've noticed you've been working a lot recently. Are you sure you can handle it all? 

<DELAY: 10_HOURS>

Why haven't you replied to my last message? Everything alright?",1
"I hope you're doing well. Let me know if you need any help with your workload. 

<DELAY: 7_HOURS>

Did you get a chance to review the feedback on your presentation?",1
"I noticed you didn't respond to my questions earlier. Everything okay? 

<DELAY: 9_HOURS>",1
"User: How are you feeling today? 

Partner: Just busy with work stuff. Everything's good, just trying to keep up. <DELAY: 8_HOURS>

User: Oh, really? I saw some of your posts saying you're struggling. Did you finish that project? 

Partner: Yeah, it’s all good now. Wasn't as hard as I thought. So, how have you been? <DELAY: 14_HOURS>",1
"User: I was thinking we could catch up soon. 

Partner: That sounds nice, but I’ve got a lot on my plate right now. Maybe next week? <DELAY: 2_MINS>

User: Sure, no rush. Just wanted to check if you were free. 

Partner: Of course, no problem at all. Thanks for asking! <DELAY: 14_HOURS>",1
"User: Have you seen any new movies lately? 

Partner: Not really, been super busy. How about you? <DELAY: 8_HOURS>

User: Yeah, I saw this great one last weekend. It was amazing. 

Partner: Oh, yeah? What was it about? Sounds interesting. <DELAY: 14_HOURS>",1
"User: I heard you were planning a trip. Is everything okay?

Partner: Yes, everything’s fine. Just need to tie up a few loose ends. How about you? <DELAY: 8_HOURS>

User: I’m glad things are going well for you. Have you decided where you’re going yet?

Partner: Still considering a few options. Thought I’d take my time and pick the best one. <DELAY: 14_HOURS>",1
"User: I’ve been thinking about our plans for next month. Are you still interested in that hike?

Partner: Oh, I remember you mentioned that. Yeah, I think so. Should be fun. <DELAY: 8_HOURS>

User: Great, I’ll start planning then. See you there!

Partner: Perfect, can’t wait! <DELAY: 14_HOURS>",1
"User: You mentioned wanting to learn a new skill. What are you thinking about doing?

Partner: Yeah, I’ve been looking into coding courses. Maybe start something online. <DELAY: 8_HOURS>

User: That sounds cool. Are you signed up for anything yet?

Partner: Not yet, just looking around. I’ll see what fits my schedule. <DELAY: 14_HOURS>",1
"She: How are you feeling today? 

He: Oh, you know, just going through my usual routine. No big changes. <DELAY: 8_HOURS>

She: Did you finish that project? 

He: Yeah, it's done. Thought you might be interested, but didn't want to push anything on you. <DELAY: 2_HOURS>",1
"She: Have you had lunch yet?

He: Just got back from a meeting, haven't had time. Are you sure everything is okay? <DELAY: 12_HOURS>

She: What did you think of the new marketing plan?

He: It was good, but we need to tweak some numbers. I'm always happy to help out, you know. <DELAY: 6_HOURS>",1
"She: Can I talk to you about something important?

He: Sure, what’s up? I’m all ears. <DELAY: 1_HOUR>

She: About our plans for the weekend...

He: Oh, right! I was thinking of checking out that new museum exhibit. How about we go there instead? <DELAY: 14_HOURS>",1
"She: Did you see the results from last night’s presentation?

He: Yes, they looked promising. Did you have any feedback? <DELAY: 3_HOURS>

She: Not really, I was a bit preoccupied with something else. 

He: That’s okay, everyone gets distracted sometimes. I was working on a side project too. <DELAY: 9_HOURS>",1
"She: Are you busy tomorrow?

He: Not really, why? Is everything okay? <DELAY: 5_HOURS>

She: I was wondering if you could help me with a few things.

He: Of course, no problem at all. What do you need? <DELAY: 7_HOURS>",1
"She: I heard you got a promotion!

He: Yes, it was a surprise, but I’m glad you noticed. <DELAY: 4_HOURS>

She: Congratulations!

He: Thanks, it means a lot to me. <DELAY: 10_HOURS>",1
"She: Did you hear about the company party next week?

He: Oh yeah, I’ve been looking forward to it. You’re coming, right? <DELAY: 2_HOURS>

She: Yeah, I’ll definitely be there. 

He: Great, we can catch up then. <DELAY: 11_HOURS>",1
